",""0,007"",""0,008"",""0,009"",""0,01"",""0,02"",""0,03"",""0,05"",""0,1"",""0,2"",""0,4"","
"1,""0,0070"",""0,0081"",""0,0091"",""0,0101"",""0,0204"",""0,0309"",""0,0526"",""0,1111"",""0,2500"",""0,6667"",1"
"2,""0,1260"",""0,1353"",""0,1442"",""0,1526"",""0,2235"",""0,2816"",""0,3813"",""0,5954"",""1,0000"",""2,0000"",2"
"3,""0,3966"",""0,4176"",""0,4371"",""0,4555"",""0,6022"",""0,7151"",""0,8994"",""1,2708"",""1,9299"",""3,4798"",3"
"4,""0,7773"",""0,8103"",""0,8408"",""0,8694"",""1,0923"",""1,2589"",""1,5246"",""2,0454"",""2,9452"",""5,0210"",4"
"5,""1,2362"",""1,2810"",""1,3223"",""1,3608"",""1,6571"",""1,8752"",""2,2185"",""2,8811"",""4,0104"",""6,5955"",5"
"6,""1,7531"",""1,8093"",""1,8610"",""1,9090"",""2,2759"",""2,5431"",""2,9603"",""3,7584"",""5,1086"",""8,1907"",6"
"7,""2,3149"",""2,3820"",""2,4437"",""2,5009"",""2,9354"",""3,2497"",""3,7378"",""4,6662"",""6,2302"",""9,7998"",7"
"8,""2,9125"",""2,9902"",""3,0615"",""3,1276"",""3,6271"",""3,9865"",""4,5430"",""5,5971"",""7,3692"",""11,4189"",8"
"9,""3,5395"",""3,6274"",""3,7080"",""3,7825"",""4,3447"",""4,7479"",""5,3702"",""6,5464"",""8,5217"",""13,0453"",9"
"10,""4,1911"",""4,2889"",""4,3784"",""4,4612"",""5,0840"",""5,5294"",""6,2157"",""7,5106"",""9,6850"",""14,6775"",10"
"11,""4,8637"",""4,9709"",""5,0691"",""5,1599"",""5,8415"",""6,3280"",""7,0764"",""8,4871"",""10,8570"",""16,3141"",11"
"12,""5,5543"",""5,6708"",""5,7774"",""5,8760"",""6,6147"",""7,1410"",""7,9501"",""9,4740"",""12,0363"",""17,9544"",12"
"13,""6,2607"",""6,3863"",""6,5011"",""6,6072"",""7,4015"",""7,9667"",""8,8349"",""10,4699"",""13,2218"",""19,5977"",13"
"14,""6,9811"",""7,1154"",""7,2382"",""7,3517"",""8,2003"",""8,8035"",""9,7295"",""11,4735"",""14,4126"",""21,2434"",14"
"15,""7,7139"",""7,8568"",""7,9874"",""8,1080"",""9,0096"",""9,6500"",""10,6327"",""12,4838"",""15,6079"",""22,8912"",15"
"16,""8,4579"",""8,6092"",""8,7474"",""8,8750"",""9,8284"",""10,5052"",""11,5436"",""13,5001"",""16,8071"",""24,5407"",16"
"17,""9,2119"",""9,3714"",""9,5171"",""9,6516"",""10,6558"",""11,3683"",""12,4613"",""14,5217"",""18,0098"",""26,1918"",17"
"18,""9,9751"",""10,1427"",""10,2956"",""10,4369"",""11,4909"",""12,2384"",""13,3852"",""15,5480"",""19,2156"",""27,8443"",18"
"19,""10,7467"",""10,9221"",""11,0823"",""11,2301"",""12,3330"",""13,1150"",""14,3147"",""16,5787"",""20,4241"",""29,4978"",19"
"20,""11,5259"",""11,7091"",""11,8763"",""12,0306"",""13,1815"",""13,9974"",""15,2493"",""17,6132"",""21,6351"",""31,1524"",20"
"21,""12,3123"",""12,5030"",""12,6771"",""12,8378"",""14,0360"",""14,8853"",""16,1885"",""18,6512"",""22,8484"",""32,8079"",21"
"22,""13,1052"",""13,3034"",""13,4843"",""13,6513"",""14,8959"",""15,7781"",""17,1320"",""19,6925"",""24,0636"",""34,4641"",22"
"23,""13,9041"",""14,1097"",""14,2973"",""14,4705"",""15,7609"",""16,6755"",""18,0795"",""20,7367"",""25,2806"",""36,1211"",23"
"24,""14,7088"",""14,9216"",""15,1158"",""15,2950"",""16,6306"",""17,5772"",""19,0307"",""21,7836"",""26,4994"",""37,7787"",24"
"25,""15,5187"",""15,7387"",""15,9394"",""16,1246"",""17,5046"",""18,4828"",""19,9853"",""22,8331"",""27,7196"",""39,4369"",25"
"26,""16,3336"",""16,5606"",""16,7677"",""16,9588"",""18,3828"",""19,3922"",""20,9430"",""23,8850"",""28,9413"",""41,0956"",26"
"27,""17,1532"",""17,3871"",""17,6005"",""17,7974"",""19,2648"",""20,3050"",""21,9037"",""24,9390"",""30,1643"",""42,7548"",27"
"28,""17,9772"",""18,2179"",""18,4375"",""18,6402"",""20,1504"",""21,2211"",""22,8672"",""25,9950"",""31,3884"",""44,4144"",28"
"29,""18,8053"",""19,0528"",""19,2786"",""19,4869"",""21,0394"",""22,1402"",""23,8333"",""27,0529"",""32,6137"",""46,0744"",29"
"30,""19,6373"",""19,8914"",""20,1233"",""20,3373"",""21,9316"",""23,0623"",""24,8018"",""28,1126"",""33,8400"",""47,7348"",30"
"31,""20,4730"",""20,7338"",""20,9716"",""21,1912"",""22,8268"",""23,9870"",""25,7726"",""29,1740"",""35,0672"",""49,3955"",31"
"32,""21,3123"",""21,5795"",""21,8233"",""22,0483"",""23,7249"",""24,9144"",""26,7457"",""30,2369"",""36,2954"",""51,0565"",32"
"33,""22,1549"",""22,4286"",""22,6782"",""22,9087"",""24,6257"",""25,8442"",""27,7207"",""31,3013"",""37,5244"",""52,7178"",33"
"34,""23,0006"",""23,2807"",""23,5362"",""23,7720"",""25,5291"",""26,7763"",""28,6978"",""32,3672"",""38,7542"",""54,3793"",34"
"35,""23,8494"",""24,1358"",""24,3971"",""24,6381"",""26,4349"",""27,7106"",""29,6767"",""33,4343"",""39,9847"",""56,0411"",35"
"36,""24,7011"",""24,9937"",""25,2607"",""25,5070"",""27,3431"",""28,6470"",""30,6573"",""34,5027"",""41,2159"",""57,7031"",36"
"37,""25,5556"",""25,8544"",""26,1270"",""26,3785"",""28,2536"",""29,5854"",""31,6397"",""35,5722"",""42,4478"",""59,3653"",37"
"38,""26,4127"",""26,7176"",""26,9958"",""27,2525"",""29,1661"",""30,5258"",""32,6236"",""36,6429"",""43,6803"",""61,0278"",38"
"39,""27,2724"",""27,5833"",""27,8670"",""28,1288"",""30,0808"",""31,4679"",""33,6090"",""37,7147"",""44,9134"",""62,6904"",39"
"40,""28,1344"",""28,4514"",""28,7406"",""29,0074"",""30,9973"",""32,4118"",""34,5960"",""38,7874"",""46,1470"",""64,3531"",40"
"41,""28,9989"",""29,3218"",""29,6164"",""29,8882"",""31,9158"",""33,3574"",""35,5843"",""39,8612"",""47,3812"",""66,0161"",41"
"42,""29,8655"",""30,1943"",""30,4943"",""30,7712"",""32,8360"",""34,3046"",""36,5739"",""40,9359"",""48,6158"",""67,6791"",42"
"43,""30,7343"",""31,0690"",""31,3743"",""31,6561"",""33,7580"",""35,2533"",""37,5648"",""42,0114"",""49,8509"",""69,3424"",43"
"44,""31,6052"",""31,9457"",""32,2563"",""32,5430"",""34,6817"",""36,2035"",""38,5570"",""43,0878"",""51,0865"",""71,0057"",44"
"45,""32,4781"",""32,8243"",""33,1402"",""33,4317"",""35,6069"",""37,1551"",""39,5503"",""44,1650"",""52,3225"",""72,6692"",45"
"46,""33,3530"",""33,7049"",""34,0260"",""34,3223"",""36,5337"",""38,1081"",""40,5447"",""45,2430"",""53,5589"",""74,3328"",46"
"47,""34,2297"",""34,5872"",""34,9135"",""35,2146"",""37,4619"",""39,0624"",""41,5403"",""46,3218"",""54,7957"",""75,9965"",47"
"48,""35,1082"",""35,4713"",""35,8027"",""36,1086"",""38,3916"",""40,0180"",""42,5369"",""47,4012"",""56,0328"",""77,6603"",48"
"49,""35,9884"",""36,3572"",""36,6936"",""37,0042"",""39,3227"",""40,9748"",""43,5345"",""48,4813"",""57,2703"",""79,3242"",49"
"50,""36,8703"",""37,2446"",""37,5862"",""37,9014"",""40,2551"",""41,9327"",""44,5331"",""49,5621"",""58,5082"",""80,9882"",50"
